cat_pred,cat_true,val_pred,val_true,aro_pred,aro_true
0,5,0.08568303,0.0,0.10964723,-0.024
7,5,0.24646717,0.0,0.3787107,-0.109
7,5,0.3340605,-0.024,0.27622676,-0.118
7,5,0.38492015,-0.078,0.3700189,-0.113
7,5,0.5245565,-0.064,0.49836144,-0.098
7,5,0.40976137,-0.058,0.31061658,-0.098
7,5,0.18984082,-0.06,0.30203924,-0.098
0,5,0.1888257,-0.1,0.15536827,-0.098
0,5,0.1818943,-0.12,0.15879211,-0.097
0,5,0.1563859,-0.154,0.101745754,-0.097
0,5,0.11028814,-0.173,0.096401334,-0.097
0,5,0.22522795,-0.19,0.07449895,-0.138
7,5,0.14784753,-0.203,0.19666001,-0.168
7,5,0.15040581,-0.221,0.20614481,-0.16
0,5,0.10828771,-0.203,0.22286773,-0.152
7,5,0.1461541,-0.197,0.2596536,-0.148
0,5,0.19748113,-0.197,0.24851343,-0.146
0,5,0.22180584,-0.197,0.253413,-0.144
0,5,0.20575711,-0.197,0.27280042,-0.144
0,5,0.22863662,-0.197,0.22436652,-0.144
0,5,0.19309437,-0.197,0.14426732,-0.144
0,5,0.15025301,-0.196,0.08236247,-0.144
0,5,0.17450303,-0.196,0.17666845,-0.144
0,5,0.19185342,-0.191,0.17584695,-0.143
7,5,0.21733755,-0.174,0.22755876,-0.144
7,5,0.27805102,-0.174,0.26196644,-0.144
0,5,0.15898576,-0.173,0.17295934,-0.144
7,5,0.19888258,-0.169,0.2747534,-0.144
0,5,0.18953295,-0.169,0.12571536,-0.143
0,5,0.09082994,-0.171,0.21122798,-0.144
0,5,0.18706147,-0.174,0.18472704,-0.144
7,5,0.22076324,-0.185,0.35389486,-0.144
7,5,0.2733171,-0.185,0.35573748,-0.143
7,5,0.30996642,-0.187,0.31261,-0.143
7,5,0.29516953,-0.187,0.30714905,-0.143
7,5,0.33976227,-0.186,0.26683438,-0.144
7,5,0.24789551,-0.187,0.26149172,-0.143
7,5,0.24460396,-0.187,0.22684148,-0.134
0,5,0.19676334,-0.187,0.1495634,-0.112
7,5,0.28219453,-0.186,0.2939359,-0.105
0,5,0.14672689,-0.187,0.18314792,-0.112
0,5,0.17913216,-0.187,0.17548534,-0.116
0,5,0.10229604,-0.187,0.23842734,-0.121
7,5,0.1847488,-0.187,0.24960205,-0.124
0,5,0.22482488,-0.187,0.2673953,-0.124
7,5,0.26387495,-0.187,0.29062095,-0.124
0,5,0.26704502,-0.187,0.26878417,-0.124
7,5,0.3550533,-0.187,0.27300397,-0.124
7,5,0.26678273,-0.187,0.27067733,-0.124
0,5,0.2317898,-0.187,0.16432723,-0.124
0,5,0.24991775,-0.187,0.27939913,-0.124
7,5,0.2710662,-0.187,0.2984869,-0.124
0,5,0.20165828,-0.187,0.2375704,-0.125
0,5,0.29247758,-0.187,0.25943452,-0.124
7,5,0.26149228,-0.187,0.23045063,-0.124
0,5,0.2427297,-0.187,0.18924224,-0.124
0,5,0.33677146,-0.187,0.34249857,-0.124
7,5,0.3218615,-0.187,0.29324368,-0.124
7,5,0.3118318,-0.187,0.30760694,-0.123
7,5,0.32410538,-0.187,0.27509212,-0.124
0,5,0.30285355,-0.218,0.21005848,-0.125
7,5,0.35077,-0.21,0.30791926,-0.124
7,5,0.41183197,-0.205,0.40303066,-0.124
0,0,-0.19349372,-0.176,0.27802,-0.129
0,0,-0.19400008,-0.176,0.2919356,-0.129
7,0,0.53540945,-0.144,0.52155334,-0.071
7,5,0.08135614,-0.124,0.2935858,-0.038
7,5,0.36435106,-0.076,0.3964823,-0.034
7,5,0.44624653,-0.061,0.38814655,-0.091
7,5,0.3585615,-0.098,0.49306133,0.0
7,5,0.1904721,-0.097,0.44910046,0.06
6,5,0.13853027,-0.096,0.61622065,0.069
3,5,0.13546911,-0.096,0.5813234,0.076
7,5,0.7619772,-0.095,0.5456032,-0.051
7,5,0.70916164,-0.076,0.6189521,0.008
7,5,0.61420596,0.0,0.46711907,0.065
6,5,0.41493887,0.0,0.42207995,0.05
6,5,0.36597997,0.0,0.49730608,0.003
7,5,0.63789046,0.0,0.6174284,0.021
6,5,0.4561701,-0.02,0.50554013,0.019
6,5,0.6018549,-0.003,0.6132263,0.032
6,5,0.5458187,-0.002,0.5386642,0.036
6,5,0.7725321,0.0,0.6842146,0.03
6,5,0.562693,0.0,0.5731634,0.032
6,5,0.633378,0.0,0.58198434,0.048
6,5,0.5463408,0.0,0.56558096,0.051
6,5,0.45513108,0.0,0.46308348,0.111
7,5,0.64147115,0.0,0.55666673,0.113
7,5,0.5684185,0.0,0.48300132,0.051
6,5,0.41423196,0.0,0.44263506,0.045
7,5,0.3675302,0.0,0.42585784,0.056
6,5,0.39621478,-0.039,0.47082344,0.194
6,5,0.35687602,-0.023,0.37650692,0.173
6,5,0.42178237,-0.01,0.45145497,0.075
6,5,0.3554414,0.0,0.44998965,0.091
6,5,0.35351348,0.0,0.38855,0.185
7,5,0.3464449,-0.072,0.34835434,0.251
6,5,0.38020515,-0.028,0.42469084,0.25
7,5,0.37713557,-0.012,0.3599979,0.23
6,5,0.3989122,-0.011,0.42300576,0.229
6,5,0.27785736,-0.011,0.34793106,0.189
6,5,0.31229284,-0.011,0.54469484,0.163
6,5,0.3567362,-0.01,0.5216969,0.12
6,5,0.43163112,-0.01,0.48539564,0.126
6,5,0.6447717,-0.01,0.62230736,0.124
6,5,0.7174822,-0.01,0.6827212,0.12
7,5,0.6308869,-0.01,0.49993125,0.152
7,5,0.62115455,-0.01,0.5391779,0.061
4,5,0.59475124,-0.009,0.52595955,0.092
3,5,0.21505788,-0.009,0.5060881,0.091
7,5,0.6836611,-0.009,0.51267457,0.1
6,5,0.7788067,-0.009,0.50553846,0.103
7,5,0.5728439,-0.043,0.4456138,0.105
7,5,0.5075065,-0.043,0.42493987,-0.015
7,5,0.5103636,-0.021,0.38926592,-0.062
7,5,0.7132039,-0.015,0.45484826,-0.023
7,5,0.2418555,-0.011,0.51168746,-0.026
7,5,0.7824943,-0.006,0.61513054,0.0
7,5,0.5111803,0.0,0.45007697,0.0
7,5,0.4525347,0.0,0.40595868,0.004
7,5,0.2925133,-0.003,0.3057754,0.255
7,5,0.1757295,-0.002,0.24094716,0.264
7,5,0.09054841,-0.032,0.30975574,0.251
7,5,0.13719201,-0.09,0.40714145,0.236
7,5,0.26841736,-0.085,0.39242604,0.191
7,5,0.11183439,-0.092,0.3443321,0.151
7,5,0.3506845,-0.083,0.42555693,0.155
7,5,0.18669401,-0.078,0.3623682,0.137
7,5,0.19007549,-0.073,0.33525494,0.136
7,5,0.1289123,-0.104,0.37589192,0.167
7,5,0.1453619,-0.096,0.32589582,0.169
7,5,0.25753477,-0.091,0.38300467,0.183
7,5,0.18656488,-0.116,0.3509877,0.188
7,5,0.3503609,-0.113,0.36206946,0.188
7,5,0.29891485,-0.123,0.39074233,0.188
7,5,0.26742196,-0.123,0.390081,0.189
7,5,0.29927915,-0.12,0.3889198,0.202
7,5,0.3272601,-0.105,0.4229858,0.202
7,5,0.3098002,-0.104,0.42444423,0.203
7,5,0.30760038,-0.103,0.42470852,0.195
7,5,0.3454831,-0.103,0.4184142,0.09
7,5,0.23097283,-0.103,0.40548727,0.054
7,5,0.34172675,-0.103,0.38655204,0.041
7,5,0.49241003,-0.103,0.43444598,0.067
7,5,0.2626481,-0.102,0.43129736,0.044
7,5,0.42882943,-0.103,0.4917288,0.065
7,5,0.4976503,-0.103,0.51691926,0.069
7,5,0.42944652,-0.102,0.47459123,-0.072
7,5,0.49152967,-0.102,0.5189141,-0.053
7,5,0.55072606,-0.102,0.4904717,-0.009
7,5,0.32239404,-0.102,0.4332526,0.021
7,5,0.25847372,-0.102,0.38868895,0.026
7,5,0.3730171,-0.102,0.41298428,0.018
7,5,0.36945307,-0.103,0.40946585,-0.08
7,5,0.3662842,-0.102,0.42613268,-0.065
7,5,0.30485654,-0.102,0.4025294,-0.05
7,5,0.29649878,-0.102,0.401006,-0.038
7,5,0.5778825,-0.114,0.4187432,-0.021
7,5,0.17391619,-0.142,0.31753853,-0.012
7,5,0.34985486,-0.159,0.26309267,-0.002
7,5,0.25849923,-0.173,0.32650945,0.0
7,5,0.05650019,-0.181,0.36136597,-0.079
7,5,-0.04709611,-0.203,0.37535876,-0.085
7,5,-0.10577329,-0.213,0.4526045,-0.049
7,5,0.024292357,-0.221,0.41838834,0.034
7,5,0.1480058,-0.23,0.36415064,0.124
7,5,0.30892545,-0.244,0.47908697,0.118
7,5,0.42522335,-0.243,0.4562646,0.113
7,5,0.3124082,-0.225,0.43557677,0.105
7,5,0.19334699,-0.228,0.36858404,0.107
7,5,0.22596008,-0.221,0.42341313,0.106
7,5,0.21441436,-0.221,0.37700307,0.163
7,5,0.25364023,-0.226,0.33388272,0.283
7,5,0.26928014,-0.263,0.39243147,0.329
7,5,0.2892556,-0.295,0.34037688,0.407
7,5,0.3284115,-0.268,0.39292017,0.475
7,5,0.40663558,-0.268,0.4007249,0.484
7,5,0.3006118,-0.268,0.362377,0.458
7,5,0.37752405,-0.303,0.39486468,0.417
7,5,0.32378313,-0.331,0.38424787,0.385
7,5,0.3341133,-0.343,0.38039055,0.407
7,5,0.3366063,-0.379,0.39630413,0.621
7,5,0.26525107,-0.406,0.3623363,0.655
7,5,0.3346331,-0.439,0.40859294,0.653
7,5,0.23041752,-0.43,0.39073116,0.652
7,5,0.32000732,-0.421,0.31527853,0.651
7,5,0.48338583,-0.422,0.43560663,0.627
7,5,0.45396975,-0.465,0.45751366,0.614
7,5,0.17719004,-0.486,0.42999983,0.578
7,5,0.15321307,-0.485,0.38871604,0.58
7,5,0.30896318,-0.467,0.3818143,0.533
7,5,0.207089,-0.466,0.22803271,0.486
7,5,0.24847656,-0.466,0.24559462,0.457
7,5,0.2452837,-0.468,0.38191923,0.417
7,5,0.3508754,-0.472,0.42961347,0.396
7,5,0.33415455,-0.47,0.39755064,0.389
7,5,0.3359049,-0.47,0.41942632,0.398
7,5,0.109738424,-0.466,0.19981703,0.382
7,5,0.23888242,-0.466,0.42099562,0.36
7,5,0.20379755,-0.494,0.3722563,0.277
7,5,0.24120057,-0.485,0.4214422,0.263
7,5,0.33223996,-0.483,0.3976069,0.221
7,5,0.359726,-0.513,0.41557533,0.186
7,5,0.2481029,-0.544,0.3343914,0.133
7,5,0.25131342,-0.553,0.35317898,0.071
7,5,0.24195525,-0.539,0.41172603,0.069
7,5,0.5132773,-0.536,0.46549615,0.047
7,5,0.41234905,-0.536,0.43897688,0.074
7,5,0.20559213,-0.536,0.37595168,0.078
7,5,0.22489378,-0.536,0.32714155,0.061
7,5,0.34947303,-0.536,0.3688125,0.078
7,5,0.24162245,-0.536,0.35103977,0.1
7,5,0.23958364,-0.536,0.34427407,0.102
7,5,0.19813381,-0.536,0.39966387,0.103
7,5,0.21692419,-0.536,0.3063954,0.104
7,5,0.33617696,-0.536,0.37271217,0.106
7,5,0.2462118,-0.536,0.311596,0.105
7,5,0.24881485,-0.536,0.3026339,0.106
7,5,0.25141588,-0.536,0.3748405,0.109
7,5,0.26763666,-0.536,0.3187723,0.11
7,5,0.22686344,-0.536,0.3248579,0.11
7,5,0.27938274,-0.536,0.36793405,0.111
7,5,0.22600394,-0.536,0.31692556,0.11
7,5,0.14967224,-0.536,0.35518315,0.11
7,5,0.21150303,-0.536,0.43762437,0.111
7,5,0.19619061,-0.536,0.3458191,0.111
7,5,0.1984684,-0.536,0.2997063,0.111
7,5,0.24435297,-0.535,0.38976464,0.11
7,5,-0.11707242,-0.536,0.5150901,0.113
3,5,-0.45061255,-0.536,0.44812876,0.113
7,5,-0.25376993,-0.536,0.39492294,0.113
0,5,-0.12872192,-0.536,0.42290708,0.113
7,5,0.0017819218,-0.536,0.38590106,0.12
7,5,-0.16535556,-0.536,0.42485875,0.12
7,5,0.08352512,-0.536,0.3900705,0.12
7,5,0.101849735,-0.536,0.25111008,0.12
7,5,0.202308,-0.536,0.61537385,0.12
7,5,0.28243285,-0.536,0.3679701,0.266
7,5,0.15203923,-0.536,0.18353313,0.248
7,5,0.03259273,-0.536,0.47280368,0.167
7,5,-0.092437305,-0.536,0.39511588,0.152
7,5,0.49050614,-0.536,0.4206566,0.184
7,5,0.5468546,-0.536,0.47516802,0.193
7,5,0.48179713,-0.536,0.41302994,0.192
7,5,0.22096363,-0.536,0.34644526,0.173
7,5,0.5263647,-0.536,0.39870825,0.075
0,5,0.15936016,-0.536,0.21116105,0.09
7,5,-0.0019604824,-0.536,0.24523094,0.05
4,5,0.25889662,-0.536,0.3718016,0.062
7,5,0.44933316,-0.536,0.36715782,0.067
7,5,0.29739907,-0.536,0.24727327,0.004
7,5,0.43457115,-0.536,0.43656558,-0.006
7,5,0.4801199,-0.536,0.45375714,0.029
3,5,-0.32881048,-0.536,0.6400513,0.087
7,5,0.519217,-0.536,0.38320684,0.079
4,5,0.43680176,-0.536,0.4125946,0.083
4,5,0.311602,-0.536,0.35461915,0.083
7,5,0.2972258,-0.536,0.4400163,0.084
4,5,0.40549335,-0.536,0.49731812,0.084
7,5,0.3653064,-0.524,0.44255346,0.084
7,5,0.3998554,-0.393,0.42334998,0.084
4,5,0.4025602,-0.29,0.4867259,0.085
4,5,0.3266297,-0.173,0.40955693,0.083
7,5,-0.1051961,-0.112,0.51927066,0.079
4,5,0.2075881,-0.101,0.362267,0.083
7,5,0.34301504,-0.084,0.37651467,0.151
7,5,0.23726884,-0.085,0.33941472,0.154
4,5,0.116570234,-0.085,0.39184108,0.058
4,5,0.28624982,-0.085,0.4015669,0.073
6,5,0.014164329,-0.085,0.32953417,0.085
7,5,0.24104604,-0.084,0.63062704,0.169
7,5,-0.23026626,-0.084,0.50678396,0.181
7,5,0.3836556,-0.084,0.4564946,0.093
7,5,-0.2994021,-0.085,0.5309272,0.066
0,5,-0.01347027,-0.085,0.43347198,0.053
7,5,0.2781343,-0.073,0.14970303,0.111
7,5,0.3479251,-0.057,0.4217748,0.124
7,5,0.27935073,-0.057,0.41291466,0.126
7,5,0.290652,-0.056,0.37782687,0.126
7,5,0.23543212,-0.063,0.47868314,0.126
7,5,0.16960703,-0.221,0.43523163,0.126
7,5,0.2588811,-0.286,0.35619906,0.13
7,5,0.31388614,-0.274,0.37915167,0.13
7,5,0.3222523,-0.265,0.416074,0.13
7,5,0.2315262,-0.264,0.39597228,0.129
7,5,0.27302712,-0.263,0.42093608,0.131
7,5,0.3279256,-0.264,0.37428996,0.131
7,5,0.17865866,-0.263,0.38100237,0.275
7,5,0.31478754,-0.223,0.3603795,0.36
7,5,0.29819345,-0.223,0.37464598,0.363
7,5,0.14419451,-0.23,0.3779334,0.364
7,5,0.22894755,-0.235,0.36256394,0.268
7,5,0.31736127,-0.236,0.33697063,0.17
7,5,0.12292713,-0.235,0.37892935,0.188
7,5,0.2261039,-0.236,0.39106014,0.21
7,5,0.308592,-0.235,0.36705494,0.214
7,5,0.38491276,-0.236,0.36689782,0.214
7,5,0.30988467,-0.235,0.37933972,0.215
7,5,0.2572196,-0.235,0.38117,0.216
7,5,0.2615618,-0.236,0.369885,0.216
7,5,0.2875588,-0.236,0.36311394,0.216
7,5,0.43438497,-0.236,0.40455547,0.216
7,5,0.17774495,-0.236,0.42111155,0.216
7,5,0.27051115,-0.236,0.37910238,0.216
7,5,0.3592678,-0.236,0.38634416,0.217
7,5,0.2515303,-0.236,0.35352698,0.216
7,5,0.3175575,-0.236,0.35563305,0.217
7,5,0.27387127,-0.236,0.39267626,0.235
7,5,0.20177732,-0.236,0.39026728,0.266
7,5,0.13351053,-0.236,0.4673846,0.279
7,5,0.33193505,-0.236,0.36494762,0.287
7,5,0.21809196,-0.305,0.3681883,0.287
7,5,0.25650874,-0.333,0.35501516,0.272
7,5,0.4253323,-0.345,0.39656597,0.268
7,5,0.39143917,-0.341,0.3965096,0.274
7,5,0.349225,-0.355,0.4067437,0.274
7,5,0.2870302,-0.314,0.33870217,0.278
7,5,0.4233264,-0.333,0.38133907,0.263
7,5,0.46566162,-0.333,0.40892184,0.263
7,5,0.38493922,-0.333,0.31033817,0.263
7,5,0.32878655,-0.333,0.3233909,0.263
7,5,0.21745715,-0.333,0.28929946,0.263
7,5,0.26570043,-0.333,0.34254023,0.263
7,5,0.3144013,-0.331,0.30692214,0.262
7,5,0.31862542,-0.326,0.30481192,0.263
7,5,0.3686098,-0.321,0.36577055,0.263
7,5,0.31350166,-0.312,0.37649924,0.263
7,5,0.34025744,-0.301,0.36035326,0.263
7,5,0.3630551,-0.295,0.37297255,0.263
7,5,0.37653908,-0.296,0.3567027,0.263
7,5,0.31785327,-0.291,0.30249786,0.252
7,5,0.2601832,-0.293,0.22126684,0.231
7,5,0.17826726,-0.289,0.188534,0.205
7,5,0.15547237,-0.287,0.23831245,0.215
7,5,0.28570098,-0.286,0.3437976,0.221
7,5,0.13055998,-0.275,0.26965272,0.226
7,5,0.051126912,-0.276,0.2289604,0.227
7,5,0.17388372,-0.279,0.20948896,0.227
7,5,0.1877426,-0.277,0.24747986,0.214
7,5,0.16537383,-0.281,0.24212822,0.22
7,5,0.27584845,-0.287,0.22757113,0.216
7,5,0.23393926,-0.295,0.18166709,0.214
7,5,0.27200893,-0.295,0.20659503,0.218
7,5,0.23571154,-0.294,0.22268894,0.226
7,5,0.2647293,-0.294,0.17800134,0.24
7,5,0.36862928,-0.295,0.22552752,0.241
7,5,0.28350058,-0.294,0.18953213,0.242
7,5,0.40387225,-0.294,0.18243378,0.24
7,5,0.19985667,-0.295,0.11250459,0.234
7,5,0.26092267,-0.287,0.05261286,0.192
7,5,0.38018104,-0.271,0.11385468,0.199
7,5,0.41999587,-0.27,0.20579767,0.201
7,5,0.33354178,-0.27,0.20584399,0.203
7,5,0.18278652,-0.279,0.24030975,0.212
7,5,0.28370082,-0.278,0.27917024,0.216
7,5,0.16328481,-0.268,0.25365296,0.219
7,5,0.29956517,-0.269,0.26520467,0.221
7,5,0.2523624,-0.28,0.29452267,0.222
7,5,0.3054785,-0.295,0.33744308,0.223
7,5,0.3932738,-0.296,0.37554413,0.223
7,5,0.36462048,-0.353,0.33675462,0.216
7,5,0.37811315,-0.353,0.35277817,0.217
7,5,0.35287243,-0.339,0.43827882,0.212
7,5,0.31199995,-0.355,0.4584885,0.212
7,5,0.24885893,-0.374,0.36134115,0.219
7,5,0.2710383,-0.354,0.27088737,0.231
7,5,0.3428507,-0.385,0.2779178,0.233
7,5,0.3668163,-0.43,0.26810014,0.289
7,5,0.54917026,-0.455,0.31071424,0.403
7,5,0.5517107,-0.47,0.34110925,0.45
7,5,0.31478384,-0.467,0.36046636,0.46
7,5,0.29051048,-0.465,0.42435738,0.463
7,5,0.26317143,-0.461,0.53298444,0.465
7,5,0.17928375,-0.453,0.4762139,0.512
7,5,0.12229517,-0.447,0.41167626,0.548
7,5,-0.06728427,-0.477,0.36237973,0.64
7,5,-0.055780094,-0.506,0.3476758,0.704
7,5,0.030555785,-0.516,0.3405784,0.725
7,5,0.035018295,-0.598,0.35496712,0.79
7,5,0.23307613,-0.631,0.44234613,0.895
7,5,0.19641174,-0.658,0.49460825,1.0
7,5,0.19807164,-0.804,0.48066053,1.0
7,5,0.23159036,-0.932,0.5084428,1.0
7,5,0.1969503,-0.976,0.5018203,1.0
7,5,0.19354172,-0.971,0.45677164,1.0
7,5,0.14953433,-0.94,0.51732796,1.0
7,5,0.15057962,-0.936,0.4621906,1.0
7,5,0.47040436,-0.874,0.48631725,1.0
7,5,0.40783995,-0.869,0.48257574,1.0
7,5,0.22570193,-0.844,0.43922508,1.0
7,5,0.2499609,-0.828,0.40942195,1.0
7,5,0.076538846,-0.831,0.39856374,1.0
7,5,0.04987961,-0.816,0.37098542,1.0
7,5,0.0066995434,-0.807,0.39027938,1.0
7,5,0.023868456,-0.796,0.281826,1.0
7,5,0.08904944,-0.785,0.3057348,1.0
7,5,0.13183495,-0.783,0.30170786,1.0
7,5,0.18796283,-0.784,0.3344394,0.588
7,5,0.10606104,-0.785,0.31051376,0.584
7,5,0.31737792,-0.773,0.38919652,0.583
7,5,0.2626133,-0.763,0.3364632,0.572
7,5,0.10063121,-0.763,0.28675148,0.55
7,5,0.08879039,-0.764,0.26734686,0.574
7,5,0.6281223,-0.765,0.3935052,0.648
7,5,0.36872506,-0.789,0.17068413,0.914
7,5,0.28569177,-0.894,0.1839469,1.0
7,5,0.16213228,-0.932,0.2084713,1.0
7,5,0.11900613,-0.873,0.29461834,1.0
7,5,0.17637911,-0.796,0.3103353,1.0
7,5,0.14792867,-0.785,0.20929348,1.0
7,5,0.20297962,-0.787,0.19630833,1.0
7,5,0.3004547,-0.81,0.23698956,1.0
7,5,0.33776203,-0.815,0.31008518,1.0
7,5,0.49063388,-0.955,0.36834446,0.985
7,5,0.5150292,-0.954,0.35746226,1.0
4,5,0.58323884,-0.916,0.37513646,1.0
4,5,0.543712,-0.87,0.38297588,1.0
7,5,0.3891854,-0.918,0.35072318,1.0
7,5,0.36336893,-0.996,0.3063276,1.0
7,5,0.30414695,-0.999,0.27121165,1.0
7,5,0.48855636,-1.0,0.34565577,0.854
4,5,0.4669926,-1.0,0.33532566,0.82
7,5,0.31564894,-0.988,0.22195947,0.839
7,5,0.2483232,-0.932,0.19151175,0.855
7,5,0.25303328,-0.84,0.1908824,0.854
7,5,0.1748626,-0.834,0.16193266,0.852
7,5,0.16313559,-0.808,0.20983213,0.852
7,5,0.13132456,-0.799,0.19896814,0.834
7,5,0.21385053,-0.812,0.23171812,0.802
7,5,0.28681782,-0.826,0.26136088,0.801
7,5,0.31558844,-0.827,0.22881022,0.807
7,5,0.27538761,-0.827,0.14921135,0.8
7,5,0.21340498,-0.827,0.038700137,0.768
7,5,0.26299757,-0.827,0.09849523,0.711
7,5,0.26239842,-0.822,0.15137936,0.959
7,5,0.39622965,-0.791,0.23781693,1.0
7,5,0.31752566,-0.955,0.112940535,1.0
7,5,0.31624037,-0.997,0.12625991,1.0
7,5,0.33466196,-0.995,0.18935908,1.0
7,5,0.21925825,-1.0,0.15617062,1.0
7,5,0.38743865,-1.0,0.17074475,1.0
7,5,0.4055762,-1.0,0.19011776,1.0
