cat_pred,cat_true,val_pred,val_true,aro_pred,aro_true
0,0,-0.08331443,0.062,0.09848733,0.186
0,0,-0.18378767,0.064,0.14826901,0.186
4,0,-0.12744007,0.066,0.15846278,0.186
1,0,-0.07611537,0.066,0.3700285,0.184
0,0,-0.106883325,0.067,0.22210675,0.184
0,0,-0.012959795,0.066,0.09720468,0.184
2,0,-0.23548904,0.066,0.3847186,0.183
0,0,-0.24758872,0.066,0.22944164,0.183
0,0,-0.2049005,0.066,0.19024342,0.184
0,0,-0.12062056,0.066,0.21560995,0.183
0,0,-0.15995413,0.066,0.21395662,0.183
0,0,-0.11496969,0.065,0.2507596,0.183
0,0,-0.05617065,0.066,0.17741838,0.182
0,0,-0.06071491,0.064,0.14875795,0.182
0,0,-0.0708159,0.063,0.1117006,0.181
0,0,0.016544588,0.063,0.1575425,0.18
0,0,0.042320788,0.062,0.15577608,0.181
0,0,-0.01025717,0.062,0.14108267,0.18
0,0,0.044333983,0.063,0.19872566,0.18
0,0,0.032464847,0.063,0.16626963,0.18
7,0,0.05903718,0.064,0.21540686,0.181
7,0,0.09846016,0.064,0.26317698,0.181
0,0,0.013990991,0.065,0.29309765,0.182
7,0,-0.1223793,0.066,0.2716917,0.182
0,0,-0.085872754,0.071,0.23722334,0.184
0,0,-0.0791195,0.076,0.28513062,0.183
7,0,-0.037805945,0.076,0.36894125,0.184
0,0,-0.027984321,0.121,0.26301897,0.184
0,0,-0.0099109635,0.137,0.23532826,0.184
6,0,-0.08557714,0.153,0.46403307,0.185
7,0,-0.08356377,0.158,0.38942355,0.186
7,0,-0.025818102,0.155,0.34699777,0.187
0,0,0.0034568086,0.154,0.29112545,0.188
0,0,-0.06431209,0.154,0.26339608,0.196
7,0,0.07534884,0.149,0.15970443,0.189
7,0,0.012474276,0.146,0.17225382,0.169
7,0,0.040448718,0.144,0.16145474,0.152
7,0,-0.0072877184,0.14,0.13438493,0.131
7,0,-0.053617917,0.141,0.17208605,0.133
0,0,-0.024008531,0.141,0.19346116,0.136
0,0,-0.1009527,0.139,0.190708,0.137
0,0,-0.14593221,0.137,0.17211385,0.137
0,0,-0.075368755,0.137,0.09526197,0.134
0,0,-0.081358254,0.137,0.20857671,0.13
0,0,-0.015191302,0.138,0.20768271,0.117
4,0,0.06913738,0.133,0.28138632,0.116
4,0,0.017433856,0.131,0.3033083,0.107
4,4,0.06742179,0.136,0.19971143,0.058
4,4,-0.09149361,0.136,0.25504825,0.058
4,4,-0.049444966,0.136,0.219219,0.06
0,4,0.054533307,0.137,0.20098045,0.065
4,4,0.023422334,0.137,0.445091,0.071
4,4,0.1846936,0.135,0.42559546,0.073
4,4,0.03221377,0.125,0.40353328,0.079
4,4,0.29753438,0.121,0.40764427,0.086
4,4,0.05735074,0.115,0.36627334,0.113
4,4,0.05369508,0.116,0.4353166,0.237
7,4,-0.02285706,0.116,0.3932907,0.329
7,4,-0.031753503,0.115,0.29435816,0.351
7,4,-0.20249659,0.112,0.33678603,0.369
4,4,0.30129963,0.135,0.32094026,0.392
7,4,0.16363879,0.142,0.29842326,0.414
4,4,0.14481881,0.231,0.31196046,0.497
4,4,0.05744235,0.293,0.2448719,0.576
4,4,0.21036309,0.354,0.22492516,0.609
7,4,0.22655417,0.359,0.2873664,0.621
7,4,0.14998731,0.399,0.2556701,0.623
4,4,0.014012558,0.434,0.30986354,0.634
4,4,0.08919409,0.447,0.3705948,0.647
7,4,0.018962182,0.511,0.48091835,0.651
7,4,-0.08680506,0.562,0.28081715,0.65
7,4,-0.44364512,0.581,0.1826946,0.65
7,4,-0.12881501,0.593,0.23111334,0.654
0,4,-0.15848157,0.593,0.18505941,0.658
7,4,-0.2246452,0.593,0.18513125,0.688
7,4,-0.14004053,0.593,0.23724379,0.687
7,4,-0.015466245,0.591,0.20899227,0.689
7,4,-0.17708677,0.587,0.19328173,0.689
7,4,-0.18703893,0.584,0.24755807,0.684
7,4,-0.121572256,0.583,0.28372765,0.68
7,4,-0.20644233,0.581,0.26294976,0.679
7,4,-0.2268317,0.568,0.2675808,0.678
7,4,-0.1026454,0.561,0.31092685,0.671
7,4,-0.081912525,0.562,0.15793712,0.665
7,4,-0.1086002,0.562,0.15122898,0.665
7,4,-0.02349189,0.562,0.13781635,0.656
7,4,-0.06689418,0.562,0.17441429,0.639
7,4,-0.07550675,0.562,0.22352216,0.614
7,4,-0.058914617,0.563,0.22853807,0.589
7,4,-0.12724814,0.554,0.20507365,0.578
7,4,-0.12882932,0.551,0.2623414,0.573
7,4,0.0135403685,0.551,0.17492905,0.548
0,4,-0.14145826,0.552,0.14082518,0.531
0,4,-0.004580505,0.552,0.13802847,0.535
0,4,-0.044697106,0.554,0.17642683,0.526
0,4,-0.017721195,0.554,0.13973895,0.522
0,0,0.1631505,0.143,0.14111362,0.194
0,0,0.12489058,0.141,0.17758635,0.191
0,0,0.016973108,0.137,0.12860583,0.19
0,0,0.027069647,0.133,0.13510159,0.192
0,0,0.0633892,0.126,0.10927816,0.191
0,0,0.037768837,0.129,0.11444925,0.186
0,0,0.07879765,0.128,0.12404643,0.188
0,0,0.10808048,0.129,0.11416438,0.186
0,0,0.06541425,0.126,0.1201925,0.169
0,0,0.07215611,0.122,0.14719695,0.171
0,0,0.041965857,0.122,0.15544003,0.169
0,0,0.075408205,0.127,0.19000684,0.167
0,0,0.14169435,0.127,0.19627045,0.165
7,0,0.15381855,0.128,0.17416936,0.166
7,0,0.081337646,0.125,0.13465333,0.165
7,0,-0.02186618,0.125,0.17639518,0.166
0,0,0.05083184,0.12,0.10894637,0.166
7,0,0.0058997013,0.111,0.1501434,0.165
7,0,-0.014686365,0.116,0.16483802,0.165
7,0,-0.021301422,0.122,0.21179457,0.165
0,0,0.045761026,0.139,0.14827955,0.174
0,0,0.0019360855,0.156,0.11855069,0.195
7,0,0.11276581,0.116,0.18888828,0.176
7,0,0.09402405,0.103,0.1330956,0.15
7,0,0.0684935,0.099,0.189116,0.142
7,0,0.084939994,0.098,0.22826493,0.135
0,0,-0.029070087,0.096,0.16266392,0.122
0,0,0.0314082,0.101,0.14302532,0.113
0,0,0.0025306046,0.085,0.11224414,0.095
0,0,0.020585112,0.08,0.16084541,0.094
7,0,0.05289116,0.08,0.18268965,0.087
0,0,-0.031355213,0.085,0.17098136,0.075
0,0,-0.11640841,0.087,0.2624574,0.073
0,0,0.020088103,0.086,0.07350271,0.055
0,0,-0.048523773,0.09,0.26357806,0.054
0,0,0.02416952,0.09,0.23603846,0.05
0,0,-0.04112904,0.09,0.20189269,0.052
0,0,0.004651934,0.09,0.23472433,0.052
0,0,0.048684627,0.092,0.22781806,0.054
0,0,0.024107367,0.094,0.20322016,0.054
0,0,0.029234141,0.094,0.25850764,0.055
0,0,0.017485917,0.095,0.22916164,0.056
0,0,-0.019098952,0.095,0.24493888,0.054
0,0,-0.19208685,0.097,0.2354603,0.054
0,0,-0.1275213,0.098,0.13596387,0.054
0,0,-0.16921923,0.098,0.20337446,0.054
0,0,-0.11874598,0.101,0.041754957,0.052
0,0,0.05178392,0.101,0.013695869,0.051
0,0,0.062847055,0.101,0.047579046,0.047
0,0,0.014656442,0.103,0.0027746987,0.049
0,0,-0.030524967,0.107,0.16840993,0.05
0,0,-0.13831335,0.111,0.086324714,0.051
0,0,-0.067442074,0.111,0.09539206,0.05
0,0,-0.116450354,0.113,0.19934759,0.051
0,0,-0.16337879,0.112,0.17286007,0.052
0,0,-0.19237718,0.113,0.12784107,0.052
0,0,-0.18310541,0.114,0.054159395,0.052
0,0,-0.1849679,0.114,-0.00077503733,0.052
0,0,-0.05363402,0.114,0.12881167,0.052
0,0,-0.16007172,0.114,0.07411697,0.052
0,0,-0.09018606,0.114,0.02440909,0.052
0,0,-0.16173041,0.114,0.038949195,0.052
0,0,-0.21864161,0.114,0.13879813,0.054
0,0,-0.18432584,0.114,0.170543,0.059
0,0,-0.17200106,0.114,0.09577531,0.061
0,0,-0.21293657,0.114,0.15438761,0.063
0,0,-0.14621873,0.114,0.18982795,0.072
0,0,-0.17146374,0.114,0.18990573,0.074
0,0,-0.21727148,0.114,0.19886081,0.075
0,0,-0.112780936,0.114,0.1646071,0.077
0,0,-0.03747254,0.114,0.034203313,0.081
0,0,-0.068965815,0.114,0.112949364,0.081
1,0,-0.28586867,0.114,0.26131052,0.082
0,0,-0.0688542,0.114,0.082126245,0.082
0,0,-0.06238888,0.114,0.15048052,0.082
0,0,-0.13978064,0.115,0.11113001,0.082
0,0,-0.12326426,0.115,0.10657651,0.082
1,0,-0.1282519,0.115,0.2023799,0.082
0,0,-0.079685844,0.115,0.13293156,0.082
1,0,-0.118028894,0.116,0.18460126,0.082
1,0,-0.16161722,0.115,0.17407246,0.083
0,0,-0.074483514,0.115,0.1156255,0.083
0,0,-0.13733158,0.115,0.13807541,0.083
0,0,-0.039672263,0.116,0.1225864,0.083
0,0,-0.057567697,0.116,0.1455378,0.083
0,0,-0.10061718,0.116,0.06468745,0.083
0,0,-0.077929676,0.116,0.09667577,0.083
0,0,-0.077387355,0.116,0.07436803,0.083
0,0,-0.09377846,0.115,0.11251721,0.083
0,0,-0.040012874,0.116,0.05579743,0.088
0,0,-0.064551145,0.116,0.09726329,0.091
0,0,-0.009689331,0.116,0.13568097,0.099
0,0,-0.112494916,0.116,0.14457795,0.102
0,0,-0.09812601,0.116,0.097898796,0.105
0,0,-0.16145913,0.115,0.19039243,0.105
0,0,-0.01338299,0.116,0.05940859,0.105
0,0,-0.0028542653,0.116,0.1611853,0.104
0,0,-0.040390525,0.116,0.23282382,0.103
0,0,0.039790966,0.116,0.16118671,0.103
0,0,-0.0032091625,0.116,0.1505695,0.104
0,0,0.014110416,0.116,0.19438627,0.104
0,0,0.0047342777,0.116,0.17859381,0.103
0,0,0.048348006,0.116,0.19250059,0.103
0,0,-0.04628918,0.116,0.19001554,0.102
0,0,0.06386186,0.116,0.20061266,0.102
0,0,-0.09101496,0.116,0.25404754,0.101
0,0,-0.027353542,0.116,0.2889312,0.101
0,0,0.019649003,0.116,0.26507792,0.1
0,0,-0.063815705,0.116,0.27227488,0.101
0,0,-0.0009882078,0.116,0.20229095,0.101
0,0,-0.05002858,0.116,0.22848865,0.104
0,0,-0.07016199,0.116,0.17941137,0.133
0,0,-0.12647885,0.116,0.220723,0.176
4,4,0.18570626,0.372,0.32683948,0.3
4,4,0.2519398,0.396,0.3820954,0.305
4,4,0.025966745,0.413,0.31335232,0.316
4,4,0.13548438,0.424,0.33442137,0.339
4,4,0.08293208,0.473,0.23505752,0.393
4,4,0.06565224,0.493,0.32279006,0.483
4,4,-0.18225464,0.498,0.522024,0.482
4,4,0.089035735,0.522,0.49646154,0.482
3,4,-0.29171836,0.531,0.61957216,0.482
2,4,-0.2758974,0.531,0.560346,0.487
4,4,-0.051860616,0.533,0.46081957,0.489
5,4,-0.38420781,0.531,0.4928326,0.507
2,4,-0.23758614,0.53,0.3983666,0.536
4,4,-0.13249153,0.529,0.42246157,0.549
4,4,-0.06093255,0.523,0.54865915,0.578
4,4,-0.08330953,0.52,0.44339627,0.609
0,4,-0.26169953,0.52,0.44902351,0.617
0,4,-0.17044118,0.516,0.309796,0.632
4,4,0.06632672,0.508,0.3639193,0.648
5,4,-0.21958604,0.503,0.43326533,0.666
5,4,-0.17710409,0.499,0.41750535,0.668
5,4,-0.37901044,0.497,0.4983205,0.668
5,4,-0.4206826,0.497,0.47975868,0.662
5,4,-0.3720048,0.497,0.5567962,0.648
3,4,-0.3354679,0.497,0.5654289,0.642
7,4,-0.1236224,0.497,0.51876,0.635
3,4,-0.045001693,0.497,0.4740126,0.576
5,4,-0.11840503,0.497,0.42644313,0.524
6,4,-0.08248726,0.497,0.2575063,0.522
0,4,-0.10028254,0.497,0.301701,0.523
0,4,-0.18463615,0.497,0.32336682,0.525
0,4,-0.4495196,0.497,0.22189415,0.537
0,4,-0.23597112,0.497,0.20072152,0.54
5,4,-0.3538611,0.497,0.399376,0.544
5,4,-0.23193808,0.492,0.43518144,0.554
5,4,-0.45549026,0.49,0.47360054,0.556
5,4,-0.39226264,0.49,0.55545384,0.575
4,4,-0.00018808339,0.49,0.37531602,0.595
4,4,-0.2157848,0.49,0.40559536,0.631
4,4,-0.082767986,0.49,0.4355619,0.635
4,4,0.33821914,0.49,0.42797837,0.635
4,4,0.18954617,0.491,0.40918356,0.634
4,4,0.26837736,0.49,0.2978059,0.627
0,4,0.08016432,0.49,0.17953031,0.621
1,4,-0.08096276,0.49,0.19861993,0.608
0,4,-0.040335122,0.49,0.15543298,0.605
1,4,-0.13215317,0.491,0.1726631,0.604
0,4,-0.026161447,0.49,0.09429233,0.604
1,4,-0.21824561,0.49,0.31879738,0.603
0,0,0.07227971,0.156,0.21920379,0.192
0,0,0.07680127,0.156,0.2150481,0.191
0,0,0.012752447,0.155,0.17442465,0.18
0,0,-0.08392078,0.156,0.19846514,0.175
0,0,-0.12390457,0.158,0.18714046,0.174
0,0,-0.050884422,0.158,0.068159625,0.178
0,0,-0.035098746,0.158,0.18015525,0.178
0,0,0.0070345923,0.157,0.1236073,0.181
7,0,-0.022482645,0.132,0.22258803,0.18
7,0,-0.052072708,0.135,0.2588959,0.18
0,0,0.0759656,0.127,0.22208579,0.181
7,0,0.11537302,0.131,0.20987986,0.184
0,0,0.0077918507,0.135,0.15777704,0.186
0,0,-0.020166919,0.135,0.08266601,0.189
0,0,-0.074705094,0.137,0.1109944,0.189
0,0,-0.07896065,0.135,0.14820726,0.189
0,0,-0.0090684,0.137,0.13364384,0.189
0,0,0.043953612,0.137,0.12935066,0.189
0,0,0.0011339188,0.138,0.16109678,0.19
0,0,-0.0366031,0.14,0.101710826,0.193
0,0,0.07586424,0.148,0.12870853,0.188
0,0,0.059305683,0.148,0.09508136,0.179
0,0,0.019567158,0.15,0.08443548,0.175
0,0,0.10376294,0.161,0.17045784,0.174
0,0,0.093703106,0.161,0.084051915,0.173
0,0,0.10482246,0.161,0.09493543,0.165
0,0,0.1662925,0.161,0.17989716,0.165
0,0,0.124507345,0.162,0.14487067,0.163
0,0,0.060443044,0.162,0.12546282,0.162
0,0,0.0898671,0.161,0.06821765,0.165
0,0,0.061103866,0.162,0.09836547,0.166
0,0,0.053382616,0.162,0.119430825,0.162
0,0,0.055385035,0.162,0.07578425,0.16
0,0,0.050160002,0.162,0.048571933,0.139
0,0,0.041206796,0.162,0.032231644,0.141
0,0,0.05352977,0.162,0.05186561,0.137
0,0,0.04039143,0.162,0.024297576,0.135
0,0,0.08240059,0.161,0.025129054,0.129
0,0,0.01694614,0.162,0.003370367,0.135
0,0,0.020289246,0.161,0.0063786693,0.133
0,0,-0.0045712963,0.161,0.025430687,0.122
0,0,0.04204287,0.162,0.056253053,0.121
0,0,0.05129835,0.163,0.04666372,0.127
0,0,0.064364284,0.163,0.035509117,0.124
0,0,0.05105211,0.162,0.032534376,0.127
0,0,-0.025775008,0.166,0.042466026,0.128
0,0,0.013554271,0.166,0.046000693,0.128
0,0,0.04140373,0.167,0.049616285,0.126
0,0,0.019167475,0.166,0.0996003,0.121
0,0,-0.022565123,0.167,0.054957815,0.111
0,0,0.021014329,0.182,-0.0020074882,0.103
0,0,-0.08144063,0.199,0.04191904,0.113
0,0,-0.11476749,0.197,0.1333822,0.112
0,0,-0.07238492,0.195,0.12936647,0.113
0,0,-0.034307245,0.195,0.106645316,0.113
0,0,-0.06412671,0.196,0.14412297,0.113
0,0,-0.043809198,0.195,0.059557594,0.113
0,0,0.022510163,0.196,0.06516638,0.113
0,0,0.07801242,0.196,0.07750337,0.112
0,0,0.12809545,0.196,0.119755305,0.113
0,0,0.049881287,0.196,0.10822662,0.113
0,0,0.02977755,0.196,0.067005634,0.113
0,0,-0.029320218,0.196,0.056210853,0.113
0,0,0.04599389,0.195,0.08380152,0.113
0,0,0.06538585,0.195,0.06494053,0.113
0,0,0.013571788,0.195,0.072116956,0.113
0,0,0.035867117,0.195,0.12428771,0.113
0,0,0.036717303,0.194,0.09256156,0.113
0,0,0.08654241,0.193,0.09084152,0.113
0,0,0.047752246,0.194,0.05607146,0.113
0,0,0.09111309,0.193,0.06536357,0.113
0,0,0.09556542,0.193,0.092231035,0.113
0,0,0.028977823,0.192,0.06293265,0.113
0,0,0.061841495,0.192,0.05556243,0.113
0,0,0.082598925,0.191,-0.0003701467,0.113
0,0,0.12870575,0.191,0.00075561926,0.113
0,0,0.10729525,0.191,0.069385216,0.113
0,0,0.08898727,0.191,0.027107293,0.113
0,0,0.124375194,0.191,-0.02181543,0.113
0,0,0.06436744,0.19,0.06936385,0.113
0,0,0.1460962,0.19,0.091709055,0.113
0,0,0.11464971,0.191,0.096941374,0.113
0,0,0.10695483,0.191,0.07465476,0.113
0,0,0.02934111,0.191,0.062090516,0.113
0,0,0.063109644,0.191,0.046263218,0.112
0,0,0.0032095686,0.191,0.05630648,0.112
0,0,0.0155393705,0.19,0.061418593,0.112
0,0,0.07932234,0.19,0.060067546,0.113
0,0,0.08478274,0.189,0.019760232,0.113
0,0,0.055358402,0.189,0.044237718,0.113
0,0,0.09448088,0.189,0.08770057,0.113
0,0,0.040579285,0.19,0.04950583,0.113
0,0,0.081051126,0.19,0.047308706,0.113
0,0,0.07693488,0.189,0.0370369,0.113
0,0,0.046055913,0.189,0.004455734,0.113
0,0,0.10934938,0.19,0.06568596,0.113
0,0,0.073106885,0.19,0.020343244,0.113
0,0,0.07445305,0.189,0.08959519,0.113
0,0,0.007469356,0.189,0.09373436,0.113
0,0,0.061141264,0.189,0.1227372,0.113
0,0,0.06781124,0.189,0.11505251,0.113
0,0,0.03435812,0.189,0.08466096,0.113
0,0,0.042569906,0.19,0.11805126,0.113
0,0,0.05005019,0.189,0.120811716,0.113
0,0,0.039396413,0.19,0.09616986,0.113
0,0,-0.024880923,0.189,0.10273011,0.113
0,0,-0.059491567,0.189,0.15419488,0.114
0,0,0.033258118,0.189,0.111626945,0.113
0,0,-0.04270731,0.189,0.07034688,0.114
0,0,-0.016032703,0.189,0.13740079,0.114
0,0,-0.018264666,0.189,0.15404148,0.114
0,0,0.040908374,0.189,0.19234486,0.114
0,0,-0.0004688017,0.189,0.046587896,0.114
0,0,-0.01109745,0.189,0.060061026,0.114
0,0,-0.07631543,0.189,0.067790136,0.114
0,0,-0.07223089,0.189,0.006791044,0.114
0,0,0.0006162822,0.189,-0.009879816,0.114
0,0,-0.04294107,0.189,0.01947549,0.114
0,0,-0.13776371,0.189,0.043501943,0.115
0,0,-0.0787007,0.189,-0.032859754,0.114
0,0,-0.019793188,0.189,0.046798,0.114
0,0,-0.1720025,0.189,-0.03804159,0.114
0,0,-0.042077005,0.188,0.1628074,0.114
0,0,0.058475066,0.189,0.17275321,0.114
2,0,0.03651289,0.189,0.3530442,0.114
0,0,0.18012327,0.189,0.17018914,0.114
0,0,0.026154865,0.189,0.1815079,0.114
0,0,0.09319154,0.19,0.21791704,0.114
0,0,0.12021318,0.189,0.11323235,0.114
0,0,0.26865047,0.189,0.25722677,0.115
0,0,0.21914758,0.189,0.16004246,0.117
0,0,0.11633441,0.189,0.26887318,0.124
0,0,0.073658586,0.189,0.1775086,0.131
2,4,0.15987483,0.223,0.22629495,0.342
2,4,0.09067974,0.229,0.19548789,0.342
2,4,0.07331472,0.25,0.09029481,0.342
0,4,0.16677669,0.313,0.15453178,0.342
4,4,0.21671703,0.355,0.15809274,0.333
4,4,0.2504601,0.417,0.15322381,0.318
4,4,0.226943,0.445,0.18676445,0.31
4,4,0.14167488,0.469,0.077082254,0.324
4,4,0.20035426,0.471,0.19600768,0.357
0,4,0.1834114,0.471,0.13433631,0.531
0,4,0.08643157,0.473,0.04258678,0.569
0,4,0.09834153,0.481,-0.03402112,0.571
0,4,0.0674588,0.574,0.016358599,0.57
0,4,-0.095823914,0.596,-0.055845052,0.571
0,4,0.13390039,0.641,-0.11343077,0.574
0,4,0.04537706,0.644,-0.09985714,0.599
0,4,0.047186308,0.644,-0.090082616,0.639
0,4,0.023800042,0.647,0.04875248,0.648
0,4,-0.06563005,0.646,0.14719664,0.649
0,4,-0.12293971,0.65,0.10045257,0.644
0,0,-0.3826102,0.167,0.15979263,0.133
0,0,-0.1607602,0.145,0.03946093,0.137
0,0,-0.23713025,0.142,0.14856769,0.135
0,0,-0.250215,0.126,0.098306246,0.136
0,0,-0.07340419,0.122,0.021297375,0.134
0,0,-0.30080813,0.118,0.10292947,0.128
0,0,-0.32086492,0.118,0.079534516,0.12
0,0,-0.1246181,0.103,0.11054022,0.124
0,0,-0.21723789,0.086,0.14204843,0.127
0,0,-0.105853274,0.093,0.109020896,0.131
0,0,-0.14212175,0.093,0.12307498,0.131
0,0,-0.12245632,0.097,0.094327666,0.133
0,0,-0.030407012,0.099,0.15483087,0.133
0,0,0.022576682,0.103,0.15077767,0.135
0,0,0.048279524,0.106,0.15681677,0.133
0,0,0.05237869,0.105,0.15592363,0.133
0,0,0.060916983,0.105,0.23155469,0.135
0,0,-0.0024851784,0.104,0.17316951,0.134
0,0,0.12807144,0.087,0.21985008,0.134
0,0,-0.020226073,0.081,0.15726134,0.135
0,0,0.050779626,0.084,0.20825619,0.134
0,0,0.018958364,0.086,0.14627412,0.135
0,0,0.07275958,0.087,0.13937095,0.136
0,0,0.024854861,0.087,0.18231755,0.137
0,0,0.019783333,0.087,0.14299582,0.141
0,0,0.094563946,0.088,0.18994506,0.145
0,0,0.0156154595,0.084,0.13515131,0.159
0,0,-0.028106932,0.079,0.16222279,0.161
0,0,0.01377349,0.07,0.18952096,0.162
0,0,0.020933896,0.068,0.1664282,0.162
0,0,0.042746745,0.068,0.19226095,0.163
0,0,0.09431717,0.077,0.21670273,0.163
0,0,0.12320043,0.079,0.18732335,0.163
0,0,-2.4341047e-05,0.081,0.19045065,0.167
0,0,0.044303562,0.081,0.21339282,0.171
0,0,0.030178633,0.081,0.21619807,0.18
0,0,0.032325886,0.08,0.21606119,0.182
0,0,0.112099744,0.079,0.17338057,0.181
0,0,0.0844733,0.08,0.21387145,0.181
0,0,0.07864242,0.079,0.20341358,0.181
0,0,0.079344735,0.08,0.16255453,0.181
0,0,0.05335714,0.08,0.114653826,0.18
0,0,0.08733608,0.08,0.12055814,0.18
0,0,0.011984296,0.079,0.14078914,0.18
0,0,0.052156188,0.077,0.16159567,0.179
0,0,0.057375874,0.077,0.12874234,0.178
0,0,0.045542113,0.078,0.11357513,0.177
0,0,-0.010567121,0.077,0.074325316,0.176
0,0,-0.012535647,0.076,0.16368432,0.175
0,0,-0.057281647,0.075,0.10512104,0.175
0,0,0.019615147,0.073,0.030306682,0.175
0,0,0.009972833,0.062,0.10297719,0.175
0,0,0.03224597,0.054,0.0475468,0.171
0,0,0.05668832,0.056,0.11524246,0.162
0,0,-0.03917579,0.059,0.07337595,0.149
0,0,0.00023843348,0.067,0.06351989,0.132
0,0,-0.04090313,0.07,0.08189151,0.109
0,0,0.0131597,0.071,0.06641109,0.109
0,0,0.050597005,0.073,0.11249049,0.103
0,0,0.037769422,0.073,0.08893581,0.11
0,0,-0.0061010644,0.072,0.11386402,0.105
0,0,0.012864102,0.071,0.08926141,0.098
0,0,0.076950796,0.061,0.13409442,0.096
0,0,0.062486287,0.047,0.09364885,0.094
0,0,0.014305279,0.052,0.17259417,0.091
0,0,0.042592958,0.058,0.10079141,0.093
0,0,0.020803548,0.062,0.14545174,0.097
0,0,0.03707499,0.062,0.10810693,0.096
0,0,0.055336773,0.063,0.13914505,0.099
